,sales,date,region
13049,2220.0,2022-01-22,south
13050,2495.0,2022-01-22,east
13051,2500.0,2022-01-22,west
13076,2170.0,2022-01-23,north
13077,2135.0,2022-01-23,south
13078,2205.0,2022-01-23,east
13079,2445.0,2022-01-23,west
13104,2195.0,2022-01-24,north
13105,2375.0,2022-01-24,south
13106,2370.0,2022-01-24,east
13107,2410.0,2022-01-24,west
13132,2470.0,2022-01-25,north
13133,2370.0,2022-01-25,south
13134,2110.0,2022-01-25,east
13135,2480.0,2022-01-25,west
13160,2085.0,2022-01-26,north
13161,2320.0,2022-01-26,south
13162,2075.0,2022-01-26,east
13163,2485.0,2022-01-26,west
13188,2165.0,2022-01-27,north
13189,2400.0,2022-01-27,south
13190,2055.0,2022-01-27,east
13191,2435.0,2022-01-27,west
13216,2380.0,2022-01-28,north
13217,2410.0,2022-01-28,south
13218,2240.0,2022-01-28,east
13219,2450.0,2022-01-28,west
13244,2190.0,2022-01-29,north
13245,2345.0,2022-01-29,south
13246,2290.0,2022-01-29,east
13247,2380.0,2022-01-29,west
13272,2145.0,2022-01-30,north
13273,2150.0,2022-01-30,south
13274,2500.0,2022-01-30,east
13275,2305.0,2022-01-30,west
13300,2045.0,2022-01-31,north
13301,2375.0,2022-01-31,south
13302,2040.0,2022-01-31,east
13303,2055.0,2022-01-31,west
13328,2405.0,2022-02-01,north
13329,2310.0,2022-02-01,south
13330,2405.0,2022-02-01,east
13331,2420.0,2022-02-01,west
13356,2160.0,2022-02-02,north
13357,2485.0,2022-02-02,south
13358,2375.0,2022-02-02,east
13359,2435.0,2022-02-02,west
13384,2125.0,2022-02-03,north
13385,2185.0,2022-02-03,south
13386,2090.0,2022-02-03,east
13387,2115.0,2022-02-03,west
13412,2035.0,2022-02-04,north
13413,2215.0,2022-02-04,south
13414,2010.0,2022-02-04,east
13415,2190.0,2022-02-04,west
13440,2070.0,2022-02-05,north
13441,2000.0,2022-02-05,south
13442,2130.0,2022-02-05,east
13443,2235.0,2022-02-05,west
13468,2250.0,2022-02-06,north
13469,2365.0,2022-02-06,south
13470,2020.0,2022-02-06,east
13471,2215.0,2022-02-06,west
13496,2290.0,2022-02-07,north
13497,2145.0,2022-02-07,south
13498,2255.0,2022-02-07,east
13499,2265.0,2022-02-07,west
13524,2375.0,2022-02-08,north
13525,2360.0,2022-02-08,south
13526,2430.0,2022-02-08,east
13527,2330.0,2022-02-08,west
13552,2290.0,2022-02-09,north
13553,2435.0,2022-02-09,south
13554,2225.0,2022-02-09,east
13555,2255.0,2022-02-09,west
13580,2275.0,2022-02-10,north
13581,2310.0,2022-02-10,south
13582,2070.0,2022-02-10,east
13583,2445.0,2022-02-10,west
13608,2405.0,2022-02-11,north
13609,2030.0,2022-02-11,south
13610,2470.0,2022-02-11,east
13611,2265.0,2022-02-11,west
13636,2245.0,2022-02-12,north
13637,2490.0,2022-02-12,south
13638,2110.0,2022-02-12,east
13639,2085.0,2022-02-12,west
13664,2425.0,2022-02-13,north
13665,2245.0,2022-02-13,south
13666,2500.0,2022-02-13,east
13667,2390.0,2022-02-13,west
13692,2035.0,2022-02-14,north
13693,2465.0,2022-02-14,south
13694,2500.0,2022-02-14,east
13695,2115.0,2022-02-14,west
